id,latency,size,totalTime
251,31,30,26525
252,30,30,26525
253,37,30,26525
254,36,30,26525
255,52,30,26525
256,75,30,26525
257,33,30,26525
258,41,30,26525
259,56,30,26525
260,74,30,26525
261,49,30,26525
262,71,30,26525
263,40,30,26525
264,41,30,26525
265,28,30,26525
266,26,30,26525
267,42,30,26525
268,45,30,26525
269,70,30,26525
270,59,30,26525
271,39,30,26525
272,230,30,26525
273,346,30,26525
274,41,30,26525
275,45,30,26525
276,38,30,26525
277,87,30,26525
278,42,30,26525
279,47,30,26525
280,67,30,26525
281,252,30,26525
282,44,30,26525
283,61,30,26525
284,37,30,26525
285,21,30,26525
286,19,30,26525
287,30,30,26525
288,677,30,26525
289,37,30,26525
290,32,30,26525
291,37,30,26525
292,46,30,26525
293,25,30,26525
294,46,30,26525
295,70,30,26525
296,70,30,26525
297,34,30,26525
298,55,30,26525
299,56,30,26525
300,47,30,26525
301,65,30,26525
302,36,30,26525
303,232,30,26525
304,23,30,26525
305,258,30,26525
306,66,30,26525
307,30,30,26525
308,258,30,26525
309,90,30,26525
310,55,30,26525
311,52,30,26525
312,33,30,26525
313,37,30,26525
314,67,30,26525
315,38,30,26525
316,27,30,26525
317,40,30,26525
318,52,30,26525
319,75,30,26525
320,25,30,26525
321,235,30,26525
322,39,30,26525
323,55,30,26525
324,45,30,26525
325,36,30,26525
326,55,30,26525
327,231,30,26525
328,24,30,26525
329,27,30,26525
330,28,30,26525
331,34,30,26525
332,44,30,26525
333,27,10,26525
