id,latency,size,totalTime
132,33,30,28715
133,45,30,28715
134,46,30,28715
135,69,30,28715
136,30,30,28715
137,40,30,28715
138,81,30,28715
139,94,30,28715
140,59,30,28715
141,131,30,28715
142,69,30,28715
143,44,30,28715
144,62,30,28715
145,43,30,28715
146,75,30,28715
147,57,30,28715
148,58,30,28715
149,236,30,28715
150,43,30,28715
151,262,30,28715
152,231,30,28715
153,31,30,28715
154,65,30,28715
155,255,30,28715
156,62,30,28715
157,26,30,28715
158,42,30,28715
159,29,30,28715
160,32,30,28715
161,239,30,28715
162,259,30,28715
163,39,30,28715
164,50,30,28715
165,246,30,28715
166,41,30,28715
167,28,30,28715
168,30,30,28715
169,38,30,28715
170,104,30,28715
171,31,30,28715
172,17,30,28715
173,46,30,28715
174,40,30,28715
175,52,30,28715
176,72,30,28715
177,269,30,28715
178,124,30,28715
179,225,30,28715
180,27,30,28715
181,41,30,28715
182,25,30,28715
183,32,30,28715
184,44,30,28715
185,25,30,28715
186,51,30,28715
187,58,30,28715
188,42,30,28715
189,299,30,28715
190,64,30,28715
191,74,30,28715
192,35,30,28715
193,42,30,28715
194,24,30,28715
195,45,30,28715
196,94,30,28715
197,61,30,28715
198,69,30,28715
199,63,30,28715
200,44,30,28715
201,37,30,28715
202,49,30,28715
203,31,30,28715
204,19,30,28715
205,19,30,28715
206,50,30,28715
207,35,30,28715
208,60,30,28715
209,24,30,28715
210,24,30,28715
211,20,30,28715
212,233,30,28715
213,37,30,28715
214,27,30,28715
215,33,30,28715
216,32,30,28715
217,56,30,28715
218,227,30,28715
219,29,30,28715
220,49,30,28715
221,273,30,28715
222,45,30,28715
223,30,30,28715
224,230,30,28715
225,286,30,28715
226,230,30,28715
227,28,30,28715
228,45,30,28715
229,241,30,28715
230,44,30,28715
231,25,30,28715
232,50,30,28715
233,58,30,28715
234,82,30,28715
235,26,30,28715
236,687,30,28715
237,52,30,28715
238,245,30,28715
239,48,30,28715
240,84,30,28715
241,33,30,28715
242,54,30,28715
243,58,30,28715
244,102,30,28715
245,43,30,28715
246,34,30,28715
247,40,30,28715
248,77,30,28715
249,77,30,28715
250,30,30,28715
251,34,30,28715
252,31,30,28715
253,30,30,28715
254,35,30,28715
255,41,30,28715
256,67,30,28715
257,45,30,28715
258,24,30,28715
259,24,30,28715
260,23,30,28715
261,23,30,28715
262,22,30,28715
263,26,30,28715
264,17,30,28715
265,44,30,28715
266,234,30,28715
267,48,30,28715
268,88,30,28715
269,46,30,28715
270,42,30,28715
271,47,30,28715
272,49,30,28715
273,81,30,28715
274,68,30,28715
275,268,30,28715
276,233,30,28715
277,22,30,28715
278,33,30,28715
279,52,30,28715
280,24,30,28715
281,26,30,28715
282,64,30,28715
283,26,30,28715
284,27,30,28715
285,31,30,28715
286,249,30,28715
287,40,30,28715
288,238,30,28715
289,90,30,28715
290,75,30,28715
291,78,30,28715
292,82,30,28715
293,42,30,28715
294,223,30,28715
295,23,30,28715
296,53,30,28715
297,43,30,28715
298,65,30,28715
299,225,30,28715
300,62,30,28715
301,233,30,28715
302,275,30,28715
303,68,30,28715
304,29,30,28715
305,51,30,28715
306,27,30,28715
307,25,30,28715
308,35,30,28715
309,28,30,28715
310,28,30,28715
311,41,30,28715
312,48,30,28715
313,87,30,28715
314,58,30,28715
315,29,30,28715
316,42,30,28715
317,50,30,28715
318,223,30,28715
319,34,30,28715
320,23,30,28715
321,32,30,28715
322,52,30,28715
323,31,30,28715
324,40,30,28715
325,34,30,28715
326,34,30,28715
327,60,30,28715
328,55,30,28715
329,34,30,28715
330,37,30,28715
331,38,30,28715
332,30,30,28715
333,8,10,28715
