id,latency,size,totalTime
217,16,30,6672
218,17,30,6672
219,24,30,6672
220,19,30,6672
221,16,30,6672
222,25,30,6672
223,23,30,6672
224,15,30,6672
225,26,30,6672
226,24,30,6672
227,26,30,6672
228,17,30,6672
229,14,30,6672
230,17,30,6672
231,15,30,6672
232,29,30,6672
233,18,30,6672
234,15,30,6672
235,16,30,6672
236,17,30,6672
237,18,30,6672
238,30,30,6672
239,19,30,6672
240,16,30,6672
241,17,30,6672
242,19,30,6672
243,17,30,6672
244,23,30,6672
245,20,30,6672
246,24,30,6672
247,16,30,6672
248,15,30,6672
249,221,30,6672
250,24,30,6672
251,15,30,6672
252,16,30,6672
253,15,30,6672
254,22,30,6672
255,17,30,6672
256,16,30,6672
257,22,30,6672
258,19,30,6672
259,31,30,6672
260,22,30,6672
261,15,30,6672
262,15,30,6672
263,15,30,6672
264,21,30,6672
265,16,30,6672
266,14,30,6672
267,22,30,6672
268,17,30,6672
269,21,30,6672
270,16,30,6672
271,16,30,6672
272,25,30,6672
273,15,30,6672
274,15,30,6672
275,16,30,6672
276,16,30,6672
277,18,30,6672
278,18,30,6672
279,15,30,6672
280,15,30,6672
281,17,30,6672
282,22,30,6672
283,16,30,6672
284,29,30,6672
285,24,30,6672
286,15,30,6672
287,16,30,6672
288,15,30,6672
289,20,30,6672
290,17,30,6672
291,15,30,6672
292,25,30,6672
293,16,30,6672
294,17,30,6672
295,20,30,6672
296,14,30,6672
297,16,30,6672
298,27,30,6672
299,21,30,6672
300,16,30,6672
301,18,30,6672
302,23,30,6672
303,15,30,6672
304,20,30,6672
305,18,30,6672
306,16,30,6672
307,16,30,6672
308,15,30,6672
309,16,30,6672
310,17,30,6672
311,25,30,6672
312,25,30,6672
313,16,30,6672
314,16,30,6672
315,15,30,6672
316,21,30,6672
317,16,30,6672
318,15,30,6672
319,15,30,6672
320,15,30,6672
321,20,30,6672
322,22,30,6672
323,16,30,6672
324,15,30,6672
325,16,30,6672
326,15,30,6672
327,15,30,6672
328,15,30,6672
329,15,30,6672
330,18,30,6672
331,23,30,6672
332,20,30,6672
333,7,10,6672
