id,latency,size,totalTime
244,27,30,7408
245,22,30,7408
246,15,30,7408
247,17,30,7408
248,17,30,7408
249,20,30,7408
250,15,30,7408
251,28,30,7408
252,21,30,7408
253,17,30,7408
254,15,30,7408
255,16,30,7408
256,15,30,7408
257,16,30,7408
258,15,30,7408
259,21,30,7408
260,16,30,7408
261,15,30,7408
262,15,30,7408
263,15,30,7408
264,16,30,7408
265,21,30,7408
266,24,30,7408
267,25,30,7408
268,15,30,7408
269,21,30,7408
270,14,30,7408
271,30,30,7408
272,24,30,7408
273,15,30,7408
274,15,30,7408
275,15,30,7408
276,15,30,7408
277,23,30,7408
278,18,30,7408
279,84,30,7408
280,23,30,7408
281,15,30,7408
282,15,30,7408
283,15,30,7408
284,14,30,7408
285,20,30,7408
286,17,30,7408
287,15,30,7408
288,15,30,7408
289,15,30,7408
290,14,30,7408
291,15,30,7408
292,15,30,7408
293,21,30,7408
294,16,30,7408
295,16,30,7408
296,15,30,7408
297,14,30,7408
298,22,30,7408
299,225,30,7408
300,22,30,7408
301,15,30,7408
302,15,30,7408
303,15,30,7408
304,15,30,7408
305,16,30,7408
306,16,30,7408
307,43,30,7408
308,25,30,7408
309,16,30,7408
310,14,30,7408
311,15,30,7408
312,218,30,7408
313,22,30,7408
314,15,30,7408
315,15,30,7408
316,15,30,7408
317,15,30,7408
318,16,30,7408
319,20,30,7408
320,15,30,7408
321,25,30,7408
322,23,30,7408
323,14,30,7408
324,17,30,7408
325,16,30,7408
326,15,30,7408
327,23,30,7408
328,15,30,7408
329,16,30,7408
330,16,30,7408
331,16,30,7408
332,215,30,7408
333,11,10,7408
