id,entryId,latency,dataGenTime,totalBytes,totalTime
0,0,399,60,847249408,1258402
1,1,218,0,847249408,1258402
2,2,183,0,847249408,1258402
3,3,166,0,847249408,1258402
4,4,145,0,847249408,1258402
5,5,146,0,847249408,1258402
6,6,179,0,847249408,1258402
7,7,152,0,847249408,1258402
8,8,151,0,847249408,1258402
9,9,150,0,847249408,1258402
10,10,172,0,847249408,1258402
11,11,147,0,847249408,1258402
12,12,144,0,847249408,1258402
13,13,145,0,847249408,1258402
14,14,143,0,847249408,1258402
15,15,158,0,847249408,1258402
16,16,145,0,847249408,1258402
17,17,147,0,847249408,1258402
18,18,159,0,847249408,1258402
19,19,175,0,847249408,1258402
20,20,138,0,847249408,1258402
21,21,138,0,847249408,1258402
22,22,137,0,847249408,1258402
23,23,138,0,847249408,1258402
24,24,179,0,847249408,1258402
25,25,140,0,847249408,1258402
26,26,137,0,847249408,1258402
27,27,141,0,847249408,1258402
28,28,139,0,847249408,1258402
29,29,166,0,847249408,1258402
30,30,148,0,847249408,1258402
31,31,132,0,847249408,1258402
32,32,150,0,847249408,1258402
33,33,151,0,847249408,1258402
34,34,151,0,847249408,1258402
35,35,139,0,847249408,1258402
36,36,140,0,847249408,1258402
37,37,139,0,847249408,1258402
38,38,143,0,847249408,1258402
39,39,147,0,847249408,1258402
40,40,141,0,847249408,1258402
41,41,141,0,847249408,1258402
42,42,141,0,847249408,1258402
43,43,142,0,847249408,1258402
44,44,125,0,847249408,1258402
45,45,167,0,847249408,1258402
46,46,140,0,847249408,1258402
47,47,133,0,847249408,1258402
48,48,140,0,847249408,1258402
49,49,139,0,847249408,1258402
50,50,141,0,847249408,1258402
51,51,162,0,847249408,1258402
52,52,141,0,847249408,1258402
53,53,140,0,847249408,1258402
54,54,141,0,847249408,1258402
55,55,139,0,847249408,1258402
56,56,124,0,847249408,1258402
57,57,142,0,847249408,1258402
58,58,190,0,847249408,1258402
59,59,140,0,847249408,1258402
60,60,142,0,847249408,1258402
61,61,139,0,847249408,1258402
62,62,139,0,847249408,1258402
63,63,137,0,847249408,1258402
64,64,142,0,847249408,1258402
65,65,145,0,847249408,1258402
66,66,154,0,847249408,1258402
67,67,172,0,847249408,1258402
68,68,148,0,847249408,1258402
69,69,149,0,847249408,1258402
70,70,145,0,847249408,1258402
71,71,151,0,847249408,1258402
72,72,148,0,847249408,1258402
73,73,139,0,847249408,1258402
74,74,155,0,847249408,1258402
75,75,175,0,847249408,1258402
76,76,142,0,847249408,1258402
77,77,136,0,847249408,1258402
78,78,138,0,847249408,1258402
79,79,141,0,847249408,1258402
80,80,142,0,847249408,1258402
81,81,141,0,847249408,1258402
82,82,180,0,847249408,1258402
83,83,140,0,847249408,1258402
84,84,166,0,847249408,1258402
85,85,151,0,847249408,1258402
86,86,150,0,847249408,1258402
87,87,156,0,847249408,1258402
88,88,152,0,847249408,1258402
89,89,144,0,847249408,1258402
90,90,141,0,847249408,1258402
91,91,129,0,847249408,1258402
92,92,138,0,847249408,1258402
93,93,111,0,847249408,1258402
94,94,150,0,847249408,1258402
95,95,132,0,847249408,1258402
96,96,141,0,847249408,1258402
97,97,140,0,847249408,1258402
98,98,141,0,847249408,1258402
99,99,140,0,847249408,1258402
100,100,135,0,847249408,1258402
101,101,119,0,847249408,1258402
102,102,137,0,847249408,1258402
103,103,154,0,847249408,1258402
104,104,159,0,847249408,1258402
105,105,175,0,847249408,1258402
106,106,161,0,847249408,1258402
107,107,157,0,847249408,1258402
108,108,164,0,847249408,1258402
109,109,159,0,847249408,1258402
110,110,136,0,847249408,1258402
111,111,159,0,847249408,1258402
112,112,137,0,847249408,1258402
113,113,146,0,847249408,1258402
114,114,158,0,847249408,1258402
115,115,152,0,847249408,1258402
116,116,148,0,847249408,1258402
117,117,148,0,847249408,1258402
118,118,142,0,847249408,1258402
119,119,150,0,847249408,1258402
120,120,143,0,847249408,1258402
121,121,151,0,847249408,1258402
122,122,138,0,847249408,1258402
123,123,153,0,847249408,1258402
124,124,210,0,847249408,1258402
125,125,127,0,847249408,1258402
126,126,140,0,847249408,1258402
127,127,128,0,847249408,1258402
128,128,140,0,847249408,1258402
129,129,141,0,847249408,1258402
130,130,149,0,847249408,1258402
131,131,139,0,847249408,1258402
132,132,145,0,847249408,1258402
133,133,144,0,847249408,1258402
134,134,132,0,847249408,1258402
135,135,137,0,847249408,1258402
136,136,135,0,847249408,1258402
137,137,148,0,847249408,1258402
138,138,144,0,847249408,1258402
139,139,141,0,847249408,1258402
140,140,125,0,847249408,1258402
141,141,132,0,847249408,1258402
142,142,144,0,847249408,1258402
143,143,127,0,847249408,1258402
144,144,147,0,847249408,1258402
145,145,170,0,847249408,1258402
146,146,153,0,847249408,1258402
147,147,157,0,847249408,1258402
148,148,144,0,847249408,1258402
149,149,153,0,847249408,1258402
150,150,148,0,847249408,1258402
151,151,144,0,847249408,1258402
152,152,154,0,847249408,1258402
153,153,157,0,847249408,1258402
154,154,185,0,847249408,1258402
155,155,133,0,847249408,1258402
156,156,137,0,847249408,1258402
157,157,142,0,847249408,1258402
158,158,134,0,847249408,1258402
159,159,140,0,847249408,1258402
160,160,138,0,847249408,1258402
161,161,136,0,847249408,1258402
162,162,142,0,847249408,1258402
163,163,137,0,847249408,1258402
164,164,139,0,847249408,1258402
165,165,139,0,847249408,1258402
166,166,137,0,847249408,1258402
167,167,149,0,847249408,1258402
168,168,142,0,847249408,1258402
169,169,160,0,847249408,1258402
170,170,154,0,847249408,1258402
171,171,148,0,847249408,1258402
172,172,144,0,847249408,1258402
